"semaine";"AMIENS";"ANGERS LA BAUMETTE";"ANGLET (PONT DE L'AVEUGLE No2)";"AQUAVARA";"AUXERRE - APPOIGNY";"BASTIA-SUD";"BESANCON - PORT-DOUVOT";"BONNEUIL-EN-FRANCE";"BORDEAUX (LOUIS FARGUE 2)";"CANNES";"CAP SICIE - AMPHITRIA";"CARCASSONNE NOUVELLE";"CARRE DE REUNION";"CHALON SUR SAONE-PORT BAROIS";"CLERMONT-FERRAND";"CRAN-GEVRIER - SILOE";"DIJON";"EVRY CENTRE-CAECE";"GRANDE-SYNTHE";"GRENOBLE / AQUAPOLE";"LA BAULE-ESCOUBLAC-GUERANDE LIVERY";"LA ROCHELLE";"LAGNY-SUR-MARNE ST THIBAULT-DES-VIGNES";"LE HAVRE";"LENS LOISON SOUS LENS";"LESCAR";"LILLE-MARQUETTE-LEZ-LILLE";"LIMOGES";"LMM_LE MANS - LA CHAUVINIERE";"LYON - SAINT FONS";"MAERA (EX CEREIREDE)";"MARSEILLE";"MAXEVILLE";"METZ";"MONDEVILLE";"NANTES 1-TOUGAS";"NICE-HALIOTIS";"NIMES";"ORLEANS LA CHAPELLE-SAINT-MESMIN";"PARIS MARNE AVAL";"PARIS SEINE-AMONT";"PARIS SEINE-CENTRE";"POITIERS LA FOLIE";"REIMS";"RENNES";"ROUBAIX-WATTRELOS";"ROUEN";"SAINT-BRIEUC LE LEGUE";"SAINT-ETIENNE - FURANIA";"SAUSHEIM";"STEU DE: BREST (ZONE-PORTUAIRE)";"STRASBOURG - LA WANTZENAU";"TOULOUSE GINESTOUS";"TOURS, LA RICHE LA GRANGE DAVID";"VALENCIENNES";"National_12";"National_54"
"2023-S23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1239,81496475149;NA;NA;824,248993068632;NA;NA;NA;NA;NA;934,972160400383;NA;NA;NA;NA;NA;2114,44256279726;1297,69440439234;NA;NA;2102,38486129667;NA;NA;923,828982136994;NA;NA;1939,8580568952;NA;NA;2258,29018074394;808,049210437775;1570,28268977118;NA;NA;NA;NA;NA;2412,74076989811;NA;NA;1738,19725209065;NA
"2023-S24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1027,40157836796;NA;NA;675,443011961987;NA;NA;NA;NA;NA;578,497904122252;NA;NA;NA;NA;NA;1939,01996858746;991,790645465473;NA;NA;1713,33004546281;NA;NA;757,017751544623;NA;NA;1626,8678365681;NA;NA;1768,96981705456;596,40139103695;1075,46904862812;NA;NA;NA;NA;NA;2440,51041873468;NA;NA;1500,81620952969;NA
"2023-S25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;835,625358366039;NA;NA;636,698505817589;NA;NA;NA;NA;NA;432,2843274031;NA;NA;NA;NA;NA;1859,31641549591;778,280539549247;NA;NA;1506,12291418055;NA;NA;868,330228333874;NA;NA;1562,08332315515;NA;NA;1417,70895208974;488,510067694009;781,902211342573;NA;NA;NA;NA;NA;2168,0952772071;NA;NA;1353,63081903947;NA
"2023-S26";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;714,429218244978;NA;NA;585,910440793792;NA;NA;NA;NA;NA;378,470177519753;NA;NA;NA;NA;NA;1897,20197216791;629,897414229232;NA;NA;1390,10172425823;NA;NA;1069,13853127913;NA;NA;1606,44850669524;NA;NA;1263,25741001319;430,05885401082;715,818619751171;NA;NA;NA;NA;NA;2153,53462877007;NA;NA;1327,93865446219;NA
"2023-S27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;712,175010356439;NA;NA;440,493102405035;NA;NA;NA;NA;NA;505,324816800204;NA;NA;NA;NA;NA;2018,41599203411;493,563150819763;NA;NA;1397,23431296988;NA;NA;1308,63089009712;NA;NA;1879,58572234501;NA;NA;1207,76802707926;476,66996565099;717,424446820164;NA;NA;NA;NA;NA;2214,32313442947;NA;NA;1392,65802341723;NA
"2023-S28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;775,387626863181;NA;NA;NA;NA;NA;NA;NA;NA;774,406174586566;NA;NA;NA;NA;NA;2079,79533926703;414,655948876271;NA;NA;1482,51223080108;NA;NA;1566,24755289148;NA;NA;2270,22865881571;NA;NA;1333,91068770347;575,410273032006;809,700554910866;NA;NA;NA;NA;NA;2320,29800974214;NA;NA;1617,57385136427;NA
"2023-S29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1050,48961865454;NA;NA;288,287612608413;NA;NA;NA;NA;NA;1229,19394687954;NA;NA;NA;NA;NA;2243,5805935737;409,304908405373;NA;NA;1686,02380166351;NA;NA;1391,81295021179;NA;NA;2559,61250008373;NA;NA;1583,31554390263;722,385044908255;971,543070329934;NA;NA;NA;NA;NA;2518,77458285342;NA;NA;1671,20763238768;NA
"2023-S30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1271,09987707397;NA;NA;342,366916998577;NA;NA;NA;NA;NA;1958,4703026615;NA;NA;NA;NA;NA;2682,76105661737;449,899761205644;NA;NA;2000,86506720498;NA;NA;1227,77327774788;NA;NA;2914,67645166524;NA;NA;1994,50622867525;712,700118559804;1123,6189592192;NA;NA;NA;NA;NA;2822,05938105716;NA;NA;1936,87622817421;NA
"2023-S31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1536,68122437246;NA;NA;514,96178329879;NA;NA;NA;NA;NA;2754,68603379531;NA;NA;NA;NA;NA;3707,84522562122;593,7539210743;NA;NA;2422,00167635416;NA;NA;1302,91685260136;NA;NA;3476,92173734484;NA;NA;2602,75321535888;721,026514069761;1319,55957682316;NA;NA;NA;NA;NA;3264,69859452384;NA;NA;2421,5695458524;NA
"2023-S32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1769,01938461922;NA;NA;868,260664243637;NA;NA;NA;NA;NA;3591,02439914523;NA;NA;NA;NA;NA;5266,95866692417;854,297634078947;NA;NA;2932,29344094818;NA;NA;1512,71924568113;NA;NA;4101,09781061108;NA;NA;3438,45082581264;902,01870893866;1580,0305512729;NA;NA;NA;NA;NA;4087,05978179224;NA;NA;3137,0599137009;NA
"2023-S33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2089,27427522387;NA;NA;1405,37543970744;NA;NA;NA;NA;NA;3955,86839059873;NA;NA;NA;NA;NA;7246,57648809977;1339,12908924998;NA;NA;3517,85284905062;NA;NA;2205,48116176302;NA;NA;4750,14362571932;NA;NA;4582,7572044969;1356,79825368497;1993,75368368326;NA;NA;NA;NA;NA;5254,62500088479;NA;NA;4078,84572748785;NA
"2023-S34";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2714,50452193083;NA;NA;2180,68524322039;NA;NA;NA;NA;NA;4101,7654313641;NA;NA;NA;NA;NA;9453,61566583528;2114,51798733635;NA;NA;4223,95801545832;NA;NA;3373,62321209901;NA;NA;5293,34461969041;NA;NA;5945,98912664408;2117,88003086883;2600,96538534118;NA;NA;NA;NA;NA;6603,98711547681;NA;NA;5195,90802536338;NA
"2023-S35";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3549,24169396859;NA;NA;2873,2282330436;NA;NA;NA;NA;NA;4000,58388691816;NA;NA;NA;NA;NA;10378,8800105949;2905,85938989399;NA;NA;4866,11068086192;NA;NA;4803,44159644726;NA;NA;5740,37076417389;NA;NA;6983,89663375242;3146,63105974368;3548,23624520302;NA;NA;NA;NA;NA;7164,83123065649;NA;NA;5960,67349335248;NA
"2023-S36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4733,624188596;NA;NA;3563,63899967163;NA;NA;NA;NA;NA;3900,2095807391;NA;NA;NA;NA;NA;10570,3122638227;3821,81034091237;NA;NA;5499,95493415569;NA;NA;6576,14695532928;NA;NA;5660,59264429888;NA;NA;7851,68369618525;4437,17843919445;4806,3271539565;NA;NA;NA;NA;NA;7394,73503086619;NA;NA;6525,11538162611;NA
"2023-S37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6040,46922864335;NA;NA;4709,21074683761;NA;NA;NA;NA;NA;4268,29277707636;NA;NA;NA;NA;NA;9811,00685941694;4968,14743765072;NA;NA;6369,53880760963;NA;NA;8110,52199127286;NA;NA;5542,27883344892;NA;NA;8052,50371448625;5229,39690284035;6578,71819150771;NA;NA;NA;NA;NA;7307,93870474477;NA;NA;6891,33779136242;NA
"2023-S38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7527,05264212563;NA;NA;5164,75607171615;NA;NA;NA;NA;NA;4970,43554819127;NA;NA;NA;NA;NA;9211,79709637828;6125,49058615248;NA;NA;7464,84595062621;NA;NA;9574,36269332236;NA;NA;5949,89149988935;NA;NA;8544,32587458059;5764,57095512626;7977,57319829688;NA;NA;NA;NA;NA;7094,3000264814;NA;NA;7292,15501258963;NA
"2023-S39";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9501,57912963553;NA;NA;5375,86284968532;NA;NA;NA;NA;NA;5793,05493175647;NA;NA;NA;NA;NA;8365,51359884706;6893,59078878462;NA;NA;8340,66807747827;NA;NA;10478,0710734432;NA;NA;6684,28249946723;NA;NA;9007,4063710702;5850,21039262823;8976,25076375375;NA;NA;NA;NA;NA;7085,26159180051;NA;NA;7593,79152263741;NA
"2023-S40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10657,5778409732;NA;NA;5283,88111079744;NA;NA;NA;NA;NA;6242,65424821025;NA;NA;NA;NA;NA;7041,20211344575;7269,72134238229;NA;NA;7927,07159415002;NA;NA;9870,39058383367;NA;NA;7362,15637251329;NA;NA;9909,99516970955;5515,28236999565;8433,35837397287;NA;NA;NA;NA;NA;6918,23729629805;NA;NA;7390,52984789809;NA
"2023-S41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11055,3615216719;NA;NA;5109,35858619175;NA;NA;NA;NA;NA;6559,16249487747;NA;NA;NA;NA;NA;5908,52459574472;6819,21778749942;NA;NA;7142,33291198098;NA;NA;8715,58525789375;NA;NA;7271,51913210494;NA;NA;10471,1388947952;4887,56913396735;7510,59380846441;NA;NA;NA;NA;NA;6888,95782933292;NA;NA;6934,81396678251;NA
"2023-S42";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9260,76777847308;NA;NA;5230,84868834731;NA;NA;NA;NA;NA;6415,80143265937;NA;NA;NA;NA;NA;4794,63406714245;6337,17227879697;NA;NA;5999,90608072115;NA;NA;7087,75239644581;NA;NA;7066,0414288296;NA;NA;9282,11906561461;3890,92701647082;6667,83065848003;NA;NA;NA;NA;NA;7199,69518016022;NA;NA;6265,94680208785;NA
"2023-S43";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7883,31961021621;NA;NA;5477,61614630415;NA;NA;NA;NA;NA;6152,31215798131;NA;NA;NA;NA;NA;4238,0366768697;6293,07479126054;NA;NA;5073,66447747869;NA;NA;5811,70138620505;NA;NA;6593,09642389546;NA;NA;8101,78173827232;2855,26868964444;6064,6653891514;NA;NA;NA;NA;NA;7763,05496351725;NA;NA;5802,32579367399;NA
"2023-S44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6941,00073982102;NA;NA;6086,27104624667;NA;NA;NA;NA;NA;6256,93729339436;NA;NA;NA;NA;NA;5079,45667863948;6310,33925271912;NA;NA;4633,26192582891;NA;NA;5143,74505670187;NA;NA;NA;NA;NA;7047,82085905628;2158,3706198999;6287,73967480665;NA;NA;NA;NA;NA;8847,0981906148;NA;NA;5875,96492136976;NA
"2023-S45";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7757,72515604791;NA;NA;6923,09114753223;NA;NA;NA;NA;NA;6341,88235118605;NA;NA;NA;NA;NA;6741,28788723317;6767,20977602876;NA;NA;4548,75651789791;NA;NA;4948,87488607635;NA;NA;5705,20173563787;NA;NA;6583,55819848739;1896,81422572449;6874,45727804658;NA;NA;NA;NA;NA;10394,5816435498;NA;NA;6506,61410777694;NA
"2023-S46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9373,39093596368;NA;NA;7752,76496718466;NA;NA;NA;NA;NA;5859,58148316625;NA;NA;NA;NA;NA;10241,7590375868;7542,80443632425;NA;NA;5489,04261656712;NA;NA;6164,47824053516;NA;NA;6225,85038847594;NA;NA;8387,38671915631;1914,39463242974;7979,34779864598;NA;NA;NA;NA;NA;13056,5670774736;NA;NA;8113,43879473246;NA
"2023-S47";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13337,9125903654;NA;NA;8725,90889148662;NA;NA;NA;NA;NA;5492,41791192147;NA;NA;NA;NA;NA;15742,2483846899;8470,4326251013;NA;NA;7032,80053790533;NA;NA;8251,71425985379;NA;NA;7180,36186730903;NA;NA;11383,9755125934;2720,78631427654;9603,86337609001;NA;NA;NA;NA;NA;16334,1480389571;NA;NA;10635,482119311;NA
"2023-S48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18531,0559509341;NA;NA;10768,7337601618;NA;NA;NA;NA;NA;5763,7390317395;NA;NA;NA;NA;NA;21368,8234935765;9469,01904970464;NA;NA;9847,22896034802;NA;NA;11861,3214061039;NA;NA;9155,60430722163;NA;NA;16096,1380985711;4345,85480791237;12690,8620166366;NA;NA;NA;NA;NA;19394,2039915706;NA;NA;13882,8727780562;NA
"2023-S49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20360,4902895767;NA;NA;12922,7589741822;NA;NA;NA;NA;NA;6406,91911002217;NA;NA;NA;NA;NA;26161,0896171284;10653,4479531487;NA;NA;13089,7274055726;NA;NA;16140,1279936271;NA;NA;11497,8153600966;NA;NA;21557,3329138786;6871,44123036715;16125,7979257012;NA;NA;NA;NA;NA;21587,5476299557;NA;NA;16976,7933456115;NA
"2023-S50";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19076,8404349235;NA;NA;13216,712509689;NA;NA;NA;NA;NA;8527,89035235888;NA;NA;NA;NA;NA;25587,2611425943;11900,0594640504;NA;NA;13344,7922094067;NA;NA;17443,1638325553;NA;NA;13179,9782578472;NA;NA;22457,2618443107;8873,96185181527;17567,5125241646;NA;NA;NA;NA;NA;21596,4401332678;NA;NA;17543,1316969745;NA
"2023-S51";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15718,1179290793;NA;NA;12650,608142131;NA;NA;NA;NA;NA;10827,1864948241;NA;NA;NA;NA;NA;22190,713148052;14048,040688987;NA;NA;11900,1263464056;NA;NA;16401,9664162128;NA;NA;13594,2721961054;NA;NA;20307,0413871931;10246,9709147914;17137,3173120664;NA;NA;NA;NA;NA;19692,2870709907;NA;NA;16415,3267935439;NA
"2023-S52";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10278,9666227764;NA;NA;11577,5769042277;NA;NA;NA;NA;NA;11561,1025944871;NA;NA;NA;NA;NA;17090,36220294;15140,5231584141;NA;NA;8241,26376234022;NA;NA;11285,7227270918;NA;NA;10477,7017722824;NA;NA;13934,4802393832;9444,39017352846;13426,8826670902;NA;NA;NA;NA;NA;14272,9178887949;NA;NA;12803,36099498;NA
"2024-S01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6230,88546505022;NA;NA;9896,51476278942;NA;NA;NA;NA;NA;9432,36335447615;NA;NA;NA;NA;NA;12222,7764155862;12002,7454317882;NA;NA;5621,4376127555;NA;NA;7274,23917288007;NA;NA;7457,97140715049;NA;NA;9755,16136522638;6836,20730294436;9447,41437507474;NA;NA;NA;NA;NA;9993,58905032507;NA;NA;9230,99955182589;NA
"2024-S02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3767,07497052015;NA;NA;7785,74741794539;NA;NA;NA;NA;NA;6952,66161357389;NA;NA;NA;NA;NA;8298,18640365012;8646,31369995668;NA;NA;3814,38669334137;NA;NA;4619,22249962257;NA;NA;5156,36835636705;NA;NA;6678,17998589507;4597,12441485733;6246,17925700683;NA;NA;NA;NA;NA;7732,46208560027;NA;NA;6491,41513802082;NA
"2024-S03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2340,51146078008;NA;NA;5218,80402151572;NA;NA;NA;NA;NA;4497,62703264421;NA;NA;NA;NA;NA;5579,95852268134;5545,80254606287;NA;NA;3188,19243001524;NA;NA;3600,56043326461;NA;NA;3911,70782237816;NA;NA;4802,57971097368;3428,66444567597;4251,68183605601;NA;NA;NA;NA;NA;6935,31254441913;NA;NA;4748,98141992117;NA
"2024-S04";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1642,96849230071;NA;NA;3398,94951830794;NA;NA;NA;NA;NA;2902,86166385653;NA;NA;NA;NA;NA;3856,98232829674;3491,47333092801;NA;NA;2721,15073235555;NA;NA;2865,33860672107;NA;NA;3042,9439123664;NA;NA;3447,28540119334;2605,39680012381;2893,68805904549;NA;NA;NA;NA;NA;6089,966269472;NA;NA;3544,34943165869;NA
"2024-S05";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1392,9992666035;NA;NA;2243,08017630427;NA;NA;NA;NA;NA;2472,18791876209;NA;NA;NA;NA;NA;2972,85824944111;2577,27372812582;NA;NA;2177,21630473733;NA;NA;2221,27785327513;NA;NA;2618,77415309727;NA;NA;2600,57022535038;2041,62075000174;1971,42435471849;NA;NA;NA;NA;NA;4728,30685162285;NA;NA;2737,01457172816;NA
"2024-S06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1268,15474742712;NA;NA;1496,46190985182;NA;NA;NA;NA;NA;2260,34889537421;NA;NA;NA;NA;NA;2406,17207772218;2022,72848353508;NA;NA;1730,40986724503;NA;NA;1742,63445870872;NA;NA;2227,41967851142;NA;NA;1968,13881776048;1654,41113241864;1405,6279704522;NA;NA;NA;NA;NA;3529,00458147614;NA;NA;2147,71717245645;NA
"2024-S07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1244,74083130368;NA;NA;1106,89872324144;NA;NA;NA;NA;NA;2049,37760536923;NA;NA;NA;NA;NA;2081,93150674434;1855,92524929144;NA;NA;1276,54685545185;NA;NA;1334,53749356895;NA;NA;1592,95475257007;NA;NA;1322,50622384337;1383,00062007954;1098,72311986403;NA;NA;NA;NA;NA;2189,6322726616;NA;NA;1637,68769182053;NA
"2024-S08";3457,6882731447;503,894545989556;1576,13751463835;410,249235755025;1804,60450051329;1464,75977602382;1815,64060337832;459,353887272598;1051,69693712463;1298,1885425065;211,885689549016;137,958847269481;454,184810363831;5308,31359878156;1187,7342371353;602,965501941973;1208,65332353311;456,489567453954;7556,76793108117;874,620253190395;1018,19694149627;486,67360413288;526,036929181655;907,700399642585;6232,00734999638;1869,4041881297;2402,28337234973;434,210292511147;1688,72214205698;2557,90193805854;2683,12619009109;1853,78999973941;1708,93279158924;2706,62331763464;875,886247168638;957,275827368332;2034,08273631508;552,268593260644;1015,21485459292;409,089375680279;565,608442235592;1118,04609398657;481,715978430731;1982,55749080459;897,367312281717;NA;920,051581920493;2097,95745151176;263,978665438652;1205,35235445648;1155,30042947072;9682,66398423926;1308,25625544794;1289,337864396;2086,4822556501;1440,32437531781;1014,88534559723
"2024-S09";1720,55664237639;419,784646718574;1060,34548531585;348,544639481627;1195,999139289;992,117177620263;1369,4998366217;493,370871439538;1059,14354364677;1128,34967206412;173,252292194198;NA;465,814202980861;2652,42685886859;882,685244414535;598,246982735044;980,249568453674;395,302260589443;3297,5930290505;714,275739323886;1104,03341643104;528,377518950958;447,450152841529;688,747328398359;3429,11932836634;1729,47362130367;1681,55455013857;506,388117236308;991,012591951845;1726,76822470552;NA;1732,80624345151;1274,19834232179;1763,26960857911;775,355671077418;804,714043217504;1410,41013010874;NA;761,402662910623;404,218332899635;666,52126843486;797,443708658709;377,106423168846;1354,22334345657;676,141621437796;NA;920,127055742923;NA;283,757374497896;833,643019250625;873,560983413013;4514,30321802763;770,990481970112;997,623531316573;1289,7127435165;1135,23647946869;806,40986884275
"2024-S10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;755,967940549072;NA;NA;620,394330586845;NA;NA;NA;NA;NA;1575,34641909705;1080,94510008965;NA;NA;NA;NA;1612,32815446792;947,270967719735;NA;NA;709,577549165232;NA;NA;593,939562849896;NA;NA;587,873642126012;NA;NA;545,106028765382;NA;955,64248184884;NA;NA;NA;NA;NA;602,777011345258;NA;NA;931,016350314778;931,016350314778
"2024-S11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;502,53891887601;NA;NA;603,466575179782;NA;NA;NA;NA;NA;1256,2489955932;618,43964237398;NA;NA;NA;NA;1401,21649960037;762,777854416086;NA;NA;666,567378464619;NA;NA;495,355787812259;NA;NA;467,497620118112;NA;NA;490,295271047335;NA;876,841283911092;NA;NA;NA;NA;NA;526,433700113845;NA;NA;762,140353020576;762,140353020576
"2024-S12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;391,255179821522;NA;NA;627,130468926679;NA;NA;NA;NA;NA;996,187558172288;410,885823708875;NA;NA;NA;NA;1128,09070853006;633,899633523136;NA;NA;652,016367279618;NA;NA;445,189052517706;NA;NA;467,98880632619;NA;NA;470,451470805504;NA;823,187715736342;NA;NA;NA;NA;NA;506,750668319183;NA;NA;658,106110865392;658,106110865392
"2024-S13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;319,451132912653;NA;NA;742,160762052614;NA;NA;NA;NA;NA;876,029569698649;296,864386094427;NA;NA;NA;NA;717,386490219747;582,509504881497;NA;NA;633,018972480389;NA;NA;459,478972975759;NA;NA;521,051146586787;NA;NA;482,49079958279;NA;839,744461626885;NA;NA;NA;NA;NA;527,804609155276;NA;NA;575,868846923021;575,868846923021
"2024-S14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;298,582086810939;NA;NA;888,409688029381;NA;NA;NA;NA;NA;790,299410575967;260,979777150197;NA;NA;NA;NA;463,501983379417;556,980033889601;NA;NA;631,209260078007;NA;NA;511,496795691638;NA;NA;638,940572286704;NA;NA;516,605915296588;NA;883,082689664328;NA;NA;NA;NA;NA;622,443382107758;NA;NA;563,432716373762;563,432716373762
"2024-S15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;298,269579997622;NA;NA;992,051091111569;NA;NA;NA;NA;NA;668,873478727509;262,445777273143;NA;NA;NA;NA;320,984556731345;525,337666161706;NA;NA;685,221644609337;NA;NA;659,28199607852;NA;NA;807,782925324672;NA;NA;544,043015847564;NA;991,31747634879;NA;NA;NA;NA;NA;764,276925205094;NA;NA;597,866974961796;597,866974961796
"2024-S16";NA;466,659831544408;659,724565325162;380,752194606976;NA;NA;NA;NA;NA;NA;NA;NA;NA;208,561568566648;NA;NA;314,389136116124;NA;NA;919,488438085699;NA;602,750964400309;NA;NA;391,557714667388;614,121669757305;281,989781085049;1294,21184962988;250,538895647025;706,811633096769;655,548106758121;266,567394882043;514,890972915521;NA;617,504047583926;682,259154882761;NA;741,886551653254;780,497552718026;NA;NA;998,627717453776;NA;NA;613,748788020589;NA;1116,46605880222;136,410816198578;NA;NA;686,141690631319;NA;760,554735805916;605,723419186498;NA;622,578838631321;627,932505690858
"2024-S17";160,338714938393;572,906593726824;853,79411483512;453,266686441178;267,676384042325;238,562106732649;349,034213597674;948,570542499992;1410,0110107625;832,562112956364;153,381111858666;885,32130339043;731,87893352094;202,181303995721;570,785792234746;1034,38771269253;319,46932926268;374,761967008505;160,571313366048;840,929054572854;1678,11384465375;581,435166195907;466,894900669935;427,057791113756;366,996006660838;625,95657970058;293,324703920951;1468,52455443983;290,981918266379;865,997020745565;683,093828370736;265,776198925432;528,11594835476;264,0650709895;617,14847352531;721,140491798454;551,258251671211;926,766518904456;937,484042647875;720,539914065352;1613,22468963504;1110,20739022729;402,707306885505;336,44931664048;706,216118062117;NA;1278,07348035419;174,089682780096;986,471094434366;197,329844505873;858,031183402588;302,968064382917;940,177239215789;680,065726219989;153,28956888256;679,043105217648;970,372049357376
"2024-S18";NA;766,860228308493;1204,68630096993;584,560209396584;328,805335425835;272,557726486816;336,515604383897;1065,21367760229;1478,50991041621;956,544424736751;205,981187798079;NA;854,715615073564;214,631376134101;1013,79362170771;1212,6932185817;314,664095851566;479,942220676768;190,887365820475;810,545020525834;1120,11090955646;588,173364623985;592,507760929023;703,030372353252;364,855515413909;747,589741187993;293,771287036765;1714,07113747903;381,565254214838;1247,26390061437;727,462506649983;421,543429632315;549,521320881328;255,579705924341;638,120443892013;914,424376627805;849,478158235859;1308,86960471543;1117,26269374853;878,539991476722;1641,93196017768;1221,15048269623;613,277774418518;339,166724224386;768,066732017438;NA;1362,64341187582;254,213910844395;1256,68755126267;221,393334422292;1125,04259690648;311,763899122808;1273,48251634639;816,706803147352;137,863708355481;797,079165555539;1087,6615232298
"2024-S19";221,615698687027;1069,39271684916;1768,48939568219;797,982037217831;444,357212090863;350,583710602922;342,69365770639;1242,5475835853;1690,38747947773;1239,94170096824;297,895441672907;NA;1052,76224679648;241,334276088525;1912,11834176817;1527,89846132457;321,643848115496;676,744963302552;262,007576530569;835,184511111511;827,684061011518;663,869351804536;823,816712820561;1253,03794052316;378,154520569012;1027,63045854687;306,455883136585;2057,63403978556;537,718500999467;1920,11145017072;818,255980883882;782,719076200292;609,415350944443;275,55781251685;702,438262370703;1259,44490487777;1432,5699457446;NA;1362,51772434392;1160,24858818987;1633,95979664427;1394,97791123007;1098,34499976477;376,785893678009;884,783911391176;NA;1468,34633161695;422,132302372698;1705,77197146219;263,14185527632;1509,78105137683;359,81109360321;2058,25691381312;1024,49807681443;140,95897057543;1049,6389184054;1276,17361882359
"2024-S20";288,114504766607;1531,93271631981;2499,41731523431;1191,36201509777;600,534841418222;NA;362,741347128511;1460,55114837135;2104,47472396138;1709,40468098835;429,877546446057;1384,0882810088;1301,01312933447;278,452554636207;3193,80223012189;2015,45846623283;387,01417462104;965,03604465127;370,328927898055;1040,31050979573;784,017097566572;992,72652289386;1165,33802754896;2091,23801737244;409,734557097996;2024,03451554152;347,045918626115;2611,60507137165;789,4905691547;2763,90671794987;1010,21015261278;1545,12160347409;690,602954094776;325,328150705976;908,268299407045;2060,81026589508;2291,77814474689;2640,41060491063;1819,59213148974;1557,36480233883;1614,94262379891;1637,0811504646;2037,80243287222;453,624610584803;1236,75312956307;NA;1773,39644173572;776,823479423209;2344,96325134876;312,687421436421;1967,96298075346;446,455724245756;3385,88033177723;1309,42648779015;163,215875297153;1564,07688961625;1580,56507556978
